Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.82086892,13.55735971,13.26104941,12.67996501,12.11580258,12.05732057,12.4557148,12.22866829,11.63424912,10.92584885,12.16147575,12.17051065,11.78884871,12.10250385,12.13933254,11.93722667,11.96940493,12.08222916,11.43214623,10.84323956,10.89966881,10.59633837,10.2104838,9.787677169,9.497131068,9.592919971,9.747753525,9.773987068,9.66462802,9.156117906,8.304017496,,
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02658028,11.65482681,11.0737594,10.93022121,10.75533973,10.70862232,11.0399715,10.63751979,10.54580477,10.1533792,10.09936589,10.29361229,10.10301134,10.13876361,9.95044613,9.729463121,9.886479572,9.527623267,9.617457887,8.971731407,9.453388627,9.299002904,9.451289047,9.624229367,9.088527768,9.087344804,9.072972388,8.858344511,8.537042688,7.927187624,7.255221028,,
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4749009396,0.4585367872,0.4886095408,0.5003018499,0.4739549334,0.5015731736,0.4591645997,0.4968657624,0.5666839348,0.5467276273,0.5032121213,0.4918418268,0.506381086,0.5138818791,0.4836425444,0.5166929246,0.5107757628,0.5434606725,0.5372154502,0.5165891136,0.5647308145,0.5069325616,0.5161915001,0.5750329559,0.4066073055,0.4437724284,0.3864800867,0.3877977338,0.3924525018,0.3987638665,0.3923291712,,
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902404974,0.9068425392,0.908669985,0.9556304125,1.00291916,1.200849699,1.007720556,1.318741767,1.347587687,1.489126321,1.833318702,2.040995994,1.546980751,1.775225739,2.104296089,2.160934269,2.259171976,2.384587423,2.40906051,2.381263902,2.508908443,2.212621105,2.424224829,2.490591261,2.594744201,2.584027312,2.604352479,2.352172493,2.333987546,2.437419499,2.261268144,,
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11060431,12.16466335,11.01648113,11.42905215,12.13394466,11.47221878,13.94149123,12.03735257,11.25713324,10.65964724,9.851270204,10.12270883,10.01495369,10.98844019,9.941228856,9.263313941,10.69175866,9.779732005,9.124710278,8.67875711,8.674756651,7.736727934,6.834607513,7.11686268,6.347153128,5.930324767,6.169734341,5.756134453,5.718912959,5.107386426,4.691237308,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.102636497,1.130687753,1.295268562,1.256640313,1.442050126,1.50509171,1.588617221,1.779468069,2.006260228,2.115468888,2.186050449,2.189827247,2.374515085,2.099272499,1.911086729,2.039418783,2.193896104,2.193825577,2.161232005,2.037424929,2.115519466,2.111718031,2.161474933,2.09580517,2.086214753,2.267046018,2.336099271,2.211962081,2.356223766,2.368634396,2.080181722,,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466365604,2.541851285,2.499022087,2.640134411,2.634720413,2.684182209,2.626350224,2.525211077,2.494567358,2.554046267,2.601065339,2.520609526,2.605694613,2.751098761,2.752758782,2.85792657,2.985149131,3.023502915,3.116770947,3.187069044,3.184357,3.305232517,3.621367718,3.658468679,3.811521147,3.951960939,3.833834222,3.833681126,3.924298722,3.994401828,3.71822337,,
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.664938422,1.736352357,1.789229404,1.921523412,1.987485915,2.184429118,2.171886573,2.209273315,2.230072686,2.18229109,2.279308464,2.380877401,2.52084987,2.863813091,3.236967699,3.60328887,3.911354353,4.191853461,4.28266722,4.509380472,4.902679901,5.299682231,5.401485493,5.57594752,5.590427487,5.490442357,5.46782085,5.578365434,5.831680334,5.9514075,5.982246125,,
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279993776,1.31156812,1.317690152,1.335899495,1.370658983,1.403588614,1.443078108,1.48356489,1.499751314,1.519480468,1.547651102,1.556494037,1.576326353,1.613266908,1.671395746,1.71410705,1.77833421,1.854965886,1.896435641,1.923561237,1.987969138,2.034471916,2.103166117,2.096800634,2.171885047,2.159747859,2.165596751,2.217189216,2.241040358,2.202796595,2.016408163,,
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.377151667,2.452136747,2.509203991,2.632591396,2.727093184,2.917392003,2.921583446,2.954445937,2.918476197,2.908548087,3.021744384,3.106576744,3.245427141,3.547750501,3.887041862,4.209175651,4.473746532,4.745310361,4.795390216,4.973114486,5.367568559,5.75254159,5.857653367,6.010372792,5.987349437,5.8880627,5.864093603,5.96007172,6.166078411,6.246439169,6.221868863,,
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.606394,10.2387077,9.573555187,8.702996965,7.708227962,7.444351564,7.18134605,6.798870485,6.789771425,6.776469267,6.953305765,6.920920768,7.01075709,7.297543956,7.286911544,7.316856221,7.602285254,7.734204922,7.80821987,7.170623279,7.492427425,7.861263963,7.717989226,7.524365914,7.229220912,6.994489535,7.028186237,7.144918322,7.319042989,7.312928837,7.062454261,,
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.461604526,9.27097756,8.825016798,8.338449511,7.881884144,7.807855165,7.824410056,7.549389112,7.535918901,7.459799936,7.54251029,7.600675558,7.600837548,7.823112874,7.806005641,7.776262814,7.890054941,7.860441591,7.770107702,7.15691154,7.399420146,7.399451423,7.292084668,7.103974699,6.755535012,6.6884667,6.685278205,6.733141698,6.724080546,6.550708166,6.1117404,,
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475869911,1.472944886,1.543417387,1.522775568,1.657091705,1.809243516,2.037982981,2.081576344,2.005779982,1.741405083,1.746444999,1.887934324,1.849362949,1.853654532,1.934132781,2.049402717,2.150486746,2.14961091,2.18586216,2.340029001,2.485325644,2.434523047,2.395077514,2.525035157,2.619452044,2.555603263,2.420480809,2.308763807,2.366829826,2.285055011,1.957575349,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.533618237,1.524789736,1.515334225,1.509589099,1.4002328,1.460601779,1.509033871,1.583097451,1.621458992,1.666983584,1.605887604,1.739148792,1.73994703,1.751113518,1.864027038,2.051425407,2.117644783,2.230582304,2.265319239,2.311789945,2.295790948,2.306806899,2.356422775,2.290225234,2.292245767,2.315542399,2.359353496,2.402416496,2.294016243,2.063160783,1.961122572,,
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.438656848,8.446338372,8.167059767,7.964809687,7.940008605,8.070307257,8.228893841,8.123940218,8.236059515,8.162013673,8.192957495,8.306805493,8.281153838,8.411327804,8.404135728,8.337667264,8.24850305,8.093969895,7.882378232,7.270147603,7.442940581,7.19170733,7.086981029,6.916816419,6.52615298,6.645929811,6.626174457,6.62138769,6.439325516,6.119262978,5.461540037,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2267908907,0.3183072334,0.3577282742,0.3693040116,0.3844487346,0.3596107631,0.2630714501,0.2742738418,0.2646141888,0.2814543242,0.2666026543,0.2581527781,0.2546016488,0.2082930164,0.1838725347,0.1765175479,0.1494820477,0.1517013588,0.1597819633,0.1857761483,0.1922587373,0.1788120073,0.1781956867,0.1709278367,0.172496432,0.1711749982,0.1966985297,0.1992672954,0.198657543,,
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.530368159,5.699778188,5.934201677,5.540467681,5.776431165,6.055961061,5.768715311,6.206173348,6.369794838,6.890864916,7.230213057,7.216250353,7.548673405,7.553341743,7.817928356,8.029197431,7.69812925,7.842320847,7.056479349,6.214687048,5.885763493,5.893329176,5.77854921,5.229400787,5.206009215,5.538855216,5.340585339,5.681590779,5.521059835,5.131798801,4.279594571,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01470328,20.41178136,15.00928516,12.26943073,12.7764247,11.48385741,12.34817328,12.76030967,11.85133564,11.13998694,10.68909115,10.97293812,10.72613912,12.17024629,12.29679645,12.40626672,11.94674824,14.74311543,13.07428819,10.5265958,13.89466569,13.93856893,12.8442212,14.2993497,13.38478333,10.92977307,12.08946716,12.73243033,11.88893604,7.582120103,5.338399816,,
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0482621763,0.04672046599,0.02917044163,0.03608922957,0.04065788244,0.04479567105,0.04836754359,0.04994653252,0.05112098957,0.04881251037,0.05306431343,0.06376945966,0.06432099631,0.06864124315,0.07083834422,0.06518012019,0.06782191978,0.07272899343,0.0769075705,0.07532079923,0.07253877452,0.08224428586,0.09061814726,0.1049684972,0.1252200999,0.127315885,0.1448070336,0.1467902118,0.1532303259,0.1551691888,0.1544317716,,
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.488759509,8.371310572,8.072299028,7.896552457,7.851660339,7.956722528,8.17727225,8.003704002,7.972270112,7.823898486,7.835380431,7.957609932,7.920361392,8.099947134,8.079665765,8.011893369,8.005532581,7.883685225,7.680030926,7.10127533,7.282944399,7.081677864,6.93467872,6.744305756,6.402090419,6.517123396,6.525933461,6.571146878,6.415939469,6.101852107,5.506070436,,
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.170168176,2.048802789,1.905959909,1.761296739,1.58412911,1.559598719,1.4801464,1.460757612,1.344746817,1.277257422,1.289544478,1.301674324,1.259865649,1.274243171,1.228381291,1.218234441,1.192484216,1.157006719,1.163108156,1.077147691,1.135165144,1.112796425,1.134949205,1.126578791,1.07182669,0.9517565162,0.9437204122,0.9137428271,0.9251132608,0.8921379293,0.7750108312,,
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94225509,10.99632211,10.36901685,10.55212854,11.77745246,10.98175532,12.21065638,11.79493116,11.11198646,10.93992536,10.64437313,11.77486619,12.19853948,13.75559321,12.94580591,10.57170894,12.72721024,12.30972712,10.66362605,10.14838156,11.65808248,10.23025564,9.126037062,9.228085749,8.452183205,7.813697924,8.31624753,7.809318955,8.049188427,7.423039601,6.570145128,,
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9135732865,0.9188590679,0.963768604,0.94411035,0.9399686142,0.9487835849,1.015143031,0.9768050591,0.9414003614,0.9549416945,1.004890037,1.236628156,1.031897032,1.207611272,1.522567365,1.224222017,1.358875666,1.267391832,0.9628305478,0.8505818281,1.244298026,1.162320899,1.0904892,1.167985654,1.325527546,1.377889228,1.305137031,1.448392253,1.509473382,1.517205337,1.117096288,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.138336383,6.501145018,6.26433402,5.913504862,5.806327697,5.916383137,6.157646395,5.988674927,6.332690344,6.197953802,6.126515445,6.141051661,6.004364485,6.052955998,6.026319535,6.026677842,5.84238818,5.670764603,5.564039942,5.314137365,5.350407866,5.127105446,5.152358494,5.127899428,4.614807136,4.675935087,4.703475673,4.747916929,4.570517428,4.460164948,3.953682452,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.361608661,1.411864567,1.462643784,1.675005438,1.724962766,1.811343165,1.920901926,1.78681896,1.676677797,1.553399793,1.413493821,1.507088234,1.343347871,1.101496304,1.095184994,1.237994376,1.077237268,1.410983795,0.9778042161,1.10578661,1.2232981,1.275216603,1.29329322,1.323747054,1.338185126,1.328443358,1.332383777,1.330591943,0.9589138851,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.169891397,4.511467879,4.368304471,4.369235679,4.220431214,4.644569701,5.046110685,4.71681785,5.281138208,4.85820833,4.776363286,4.764884164,4.438710408,4.669478627,4.298254899,4.154206835,3.618620277,3.188277775,3.295401562,3.149348489,3.367467221,3.259317348,3.050010753,3.043944305,3.031260566,3.014911879,3.059956687,2.49727247,2.335936117,2.351763544,2.333273575,,
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.813068799,9.937877642,9.688810439,9.379580736,9.248704912,9.079920847,9.377801312,8.98865877,8.993440114,8.908156654,9.014527721,9.223024627,8.940232738,9.104093197,9.053089952,8.955400659,8.908613466,8.651030537,8.337820015,7.490694289,7.689567494,7.04484324,7.344260926,7.076100428,6.433347,6.159376361,5.824502691,5.553291497,5.425128404,5.175842473,4.601142251,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.973823407,5.274281933,4.118785267,3.277005152,2.159573175,1.755647933,1.416679969,1.26873572,1.175973647,1.087801574,1.17062709,0.8759026628,0.7435940294,0.7989400102,0.8588764915,1.087286023,1.211566904,1.45760873,1.257337696,1.474484056,1.405473639,1.73616463,1.929000551,2.158342273,2.326710605,2.523141909,2.632753008,2.657481054,2.609706729,2.835791247,2.754709196,,
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1629379771,0.142468781,0.163629723,0.1620139065,0.1710360291,0.1826035328,0.195208364,0.197317282,0.2906109996,0.3034345006,0.2516843964,0.2695887322,0.3213024017,0.2991629345,0.2704592311,0.2814203578,0.3376180689,0.3550863157,0.3275043783,0.3735477097,0.4059712249,0.4122385836,0.4794152463,0.5049736069,0.4740576779,0.4960247396,0.4921550679,0.500789782,0.5433933166,0.5722648957,0.6028874531,,
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157235946,0.1549185623,0.1544598771,0.154014343,0.1544867388,0.1555230361,0.1601433793,0.1644691964,0.1704838697,0.1754028216,0.1793098137,0.1857154342,0.190083926,0.1946934049,0.1978453615,0.200829005,0.2037805613,0.2072360958,0.2058122955,0.2119580419,0.2436828237,0.2490284689,0.2288321884,0.1953791033,0.1963847454,0.2169534177,0.2352278542,0.2713550573,0.297494262,0.3507657791,0.3436461509,,
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1869085234,0.1828273357,0.1757526935,0.1773503414,0.1718244405,0.1746158893,0.1719217869,0.1741075564,0.1805795505,0.1861082607,0.1702910321,0.2085911714,0.1945838422,0.1891132809,0.1951340539,0.1984499822,0.2087309369,0.2317434074,0.2349300373,0.2581838531,0.2241292537,0.223649943,0.2197462026,0.2026477868,0.231519233,0.2600379117,0.2559979562,0.2529416063,0.2445073778,0.2419004792,0.2375295989,,
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1765701026,0.1741701011,0.1736233312,0.1752524932,0.1684995737,0.165589292,0.1551809392,0.1697287523,0.1455993771,0.1588098873,0.1194297595,0.1178641302,0.1194700384,0.1482913808,0.1524859893,0.1518431732,0.1532433203,0.1584892029,0.1502253044,0.1536148602,0.153775475,0.1513346347,0.1488458097,0.145722022,0.1512066994,0.1575811985,0.1662531234,0.1631002018,0.1650947684,0.1650886063,0.163208369,,
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495009118,0.1502663813,1.799000267,1.873188322,1.945399191,1.992010557,2.10256912,2.787291312,3.258359879,5.048631435,2.893965783,4.021577433,3.372827752,3.539783786,6.677033478,6.487488522,6.16775898,6.667481719,5.845497004,5.812188723,5.525506978,5.319905503,4.916825565,4.815340921,4.5913203,4.078923631,4.167551273,3.701194049,3.374296231,3.139988835,2.725730852,,
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.415999071,7.346757395,7.517688376,7.465373028,7.584076054,7.842577172,7.800476963,7.856642447,8.127151425,8.12097682,8.741650786,8.893999815,8.860393054,9.170567172,9.113949332,9.278637163,9.137884944,9.441114623,9.063643358,8.529760961,7.874814737,7.613504634,7.250812154,6.610378952,6.385059031,6.285087825,6.20348737,6.210831583,6.058130519,5.595284353,4.767184937,,
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.160055327,1.22095471,1.242082344,1.26550067,1.346269409,1.435710167,1.650039105,1.735686743,1.86440678,1.92093463,1.848611215,1.919656092,1.944914119,2.052602538,1.979619416,2.067952183,2.125455004,2.244797494,2.324899091,2.317018252,2.399179228,2.265093371,2.403547519,2.711531062,2.148814973,2.291141368,2.312321825,2.377585366,2.628900671,2.820964115,2.624067021,,
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4344696172,0.4339873854,0.5065876087,0.5227452932,0.5425044149,0.6191535432,0.5885958184,0.6086466138,0.7518684002,0.726588571,0.8147967849,0.8288713409,0.8639048734,0.8512537802,0.8500479573,0.8925964907,0.8741248421,0.9232161687,0.8204421492,0.8488741939,0.8048984525,0.8108589221,0.8242286433,0.867210614,0.9145571018,1.057073109,1.10261826,1.027517281,1.105753673,1.145372815,1.000407336,,
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.568564989,1.537704812,1.450607921,1.454785871,1.885274553,2.036214445,2.096683657,2.280422293,2.30951094,2.289931321,2.187336556,2.163438443,2.133172349,2.127111268,2.198378799,1.950220413,1.757460438,2.121818165,2.126500033,2.165966951,2.352219186,2.461067143,2.689370213,2.643226031,2.747100777,2.754761063,3.265238372,3.241131369,3.293512273,3.500331141,3.472771017,,
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1252523,11.03049837,10.97310715,10.96611416,11.06401825,11.14769664,11.41460638,11.56051486,11.47696337,11.47643078,11.66637182,11.65447061,11.51069588,11.64337244,11.69439338,11.65974318,11.52413834,11.57371478,11.24712482,10.53146025,10.91708531,10.68510677,10.50475166,10.52009327,10.29448482,10.20324715,10.06764523,9.955483166,9.923913509,9.597237018,8.749912818,,
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4855702309,0.4723212185,0.5115651289,0.5277030935,0.5752941747,0.6655103743,0.6533200592,0.6570029973,0.7416933593,0.7325818446,0.7491972404,0.8482330951,0.8672193425,0.9339504499,1.023619584,0.9218713502,1.029605433,1.077183536,1.059903278,0.9753057216,0.937979274,1.09833524,1.135689627,1.080835925,1.08285131,1.133809708,1.098712815,0.9740473563,0.9222340789,1.023855315,0.8729111717,,
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666465059,0.168150555,0.1629639385,0.1515126064,0.1486242657,0.152706025,0.1570006236,0.1632844866,0.1678627316,0.1689251566,0.1667689984,0.1700588935,0.1746601642,0.177408799,0.1817757598,0.1858351701,0.1956350209,0.2049619792,0.2095151144,0.2170514543,0.2274715634,0.2392301398,0.2457310462,0.2506336795,0.2582706807,0.2675602431,0.2739305171,0.2757681584,0.279928376,0.2891137035,0.268471053,,
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.257867512,3.14455765,3.28492086,3.377160081,3.195383343,3.344761831,3.347394185,3.764035529,4.088029152,4.102648652,4.036074554,4.464557747,4.713128758,5.021124,4.90003717,4.975470663,5.009859298,5.306461368,5.041249923,4.716619348,4.529770847,4.445054948,4.07797621,3.997143588,3.830795144,3.94953949,4.042977719,4.220576836,4.020066328,4.064519478,3.860705392,,
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1473460258,0.1417481183,0.1250398985,0.09454201913,0.02524682107,0.1182984945,0.136180083,0.1609819723,0.1625129514,0.1683164735,0.1762273145,0.188034674,0.2109554114,0.2054300578,0.1859958764,0.1870959953,0.1854895941,0.2171147201,0.2119318697,0.2046525623,0.2497439774,0.2709921087,0.238940563,0.258338055,0.2901388107,0.3105372454,0.3140365335,0.3061837193,0.2987299523,0.2972410223,0.2838150242,,
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.499043569,6.222858465,5.593595581,5.636714492,5.586610921,5.560218279,5.669047693,5.538134934,5.586412989,5.65668672,5.350451,5.524415229,5.473180971,5.74427181,5.575243496,5.543852449,5.506450463,5.355168868,5.281251955,4.773098931,4.788038988,4.704029703,4.377582189,4.120313569,4.117501825,4.407596931,4.508691288,5.052101734,5.033254347,4.836876267,4.591652907,,
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.585915039,2.574363584,2.53032105,2.510151162,2.458212365,2.53613611,2.524717007,2.522548524,2.510342299,2.476212603,2.540597764,2.588461172,2.654720516,2.844091574,3.042405027,3.227000769,3.412623844,3.585867622,3.656737482,3.71269698,3.952472611,4.178338298,4.25944991,4.332368903,4.339602662,4.252174171,4.227215297,4.292156631,4.423340653,4.44015106,4.304291596,,
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.165862253,2.154858455,2.114807593,2.091204804,2.041324496,2.099707246,2.090785009,2.08483558,2.072637669,2.042522858,2.090302889,2.123827949,2.168254076,2.309855953,2.459699425,2.597131299,2.734563328,2.860937381,2.90776755,2.938879617,3.116379331,3.280060049,3.329392242,3.377098281,3.377341749,3.303670558,3.283301483,3.328236158,3.416422344,3.418314134,3.298543879,,
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4888641455,0.4948624606,0.4874773339,0.4692957392,0.4456296944,0.4478016419,0.4668456732,0.4646320882,0.4701858997,0.4729917879,0.4807228754,0.4841958554,0.4745377875,0.4745280118,0.4834578483,0.4881699093,0.4942862501,0.4980933586,0.4981587872,0.4814876305,0.4974250754,0.5035415864,0.4884873977,0.4899039992,0.4990370083,0.4970564289,0.5228504263,0.5443033156,0.5472972134,0.5483284695,0.5171840069,,
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914377177,1.020915419,1.031776546,1.005055068,0.9346078688,0.9236080944,0.9571941703,0.9382399174,0.937983342,0.9392768438,0.9597262761,0.9550396072,0.9168792656,0.9014561572,0.9164205145,0.8943987455,0.8972733076,0.8804835895,0.8724517584,0.8201101721,0.8457124595,0.8476050822,0.8011737636,0.8170487449,0.8226645984,0.8066812464,0.8402942802,0.8603893055,0.8412352498,0.8393211072,0.7986126844,,
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.814355526,0.8756658647,0.9090848536,0.9653171947,1.021788842,1.128891779,1.175510968,1.276252473,1.263883408,1.324582905,1.310938133,1.391237665,1.388514514,1.496673475,1.510301505,1.495368915,1.572351362,1.617812178,1.580832415,1.622875724,1.702905979,1.925542224,1.925450048,1.770402032,1.891427827,1.887564481,1.848303852,1.948574431,2.126836838,2.245285771,2.071658962,,
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2427669701,0.2360382502,0.2195884967,0.2060078713,0.2051748155,0.213423925,0.2246845492,0.2301199367,0.2379492126,0.2410013875,0.2414827329,0.2481082873,0.2527499862,0.2607701346,0.2666894387,0.2848232598,0.2926457705,0.3066881463,0.3105248482,0.311385148,0.3220438585,0.3300379165,0.3308492151,0.3250612621,0.336120883,0.3415138251,0.3639401161,0.386612292,0.4010699473,0.4039893027,0.3779411636,,
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
